Position,"Track Name",Artist,Streams,URL
56,"FAKE LOVE",BTS,388889,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo
57,"Over Now","Post Malone",386579,https://open.spotify.com/track/09IOPhEh1OMe0HD9b36FJk
58,"Zack And Codeine","Post Malone",378537,https://open.spotify.com/track/5lZZmityu9TAjNvSY6GLhR
59,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",378022,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
60,Moonlight,XXXTENTACION,372045,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
61,"A$AP Forever REMIX","A$AP Rocky",365992,https://open.spotify.com/track/3oHkMCVJyOcjg5FhfLc2Rq
62,Heaven,"Kane Brown",360668,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
63,HUMBLE.,"Kendrick Lamar",349059,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
64,"Takin' Shots","Post Malone",348695,https://open.spotify.com/track/5ffntNJnJOeFv7b7DCd0Bw
65,"Red Roses (feat. Landon Cube)","Lil Skies",345136,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
66,Congratulations,"Post Malone",344284,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
67,"Champion (feat. Travis Scott)",NAV,344005,https://open.spotify.com/track/6nO3tr47nr2P7f3hXb8JIo
68,"Same Bitches (feat. G-Eazy & YG)","Post Malone",343071,https://open.spotify.com/track/688QpQAwqsLdBR6lr13wK1
69,Esskeetit,"Lil Pump",336817,https://open.spotify.com/track/44KKhCyI0BGS6LvVyDqJtH
70,"New Light","John Mayer",335535,https://open.spotify.com/track/3bH4HzoZZFq8UpZmI2AMgV
71,Somebody,"The Chainsmokers",335017,https://open.spotify.com/track/3pWcj8hxj3fsb9TDAcMpEl
72,Tequila,"Dan + Shay",332147,https://open.spotify.com/track/7Il2yWQmsqKgSkLQvHTPUI
73,"Young Dumb & Broke",Khalid,328073,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
74,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,324008,https://open.spotify.com/track/2RM4jf1Xa9zPgMGRDiht8O
75,Chun-Li,"Nicki Minaj",321470,https://open.spotify.com/track/2gTYVoQCUh0QNUaFix01ld
76,Havana,"Camila Cabello",319534,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
77,"If You Know You Know","Pusha T",315577,https://open.spotify.com/track/6bGwKHXHNLmTy6yt147FPh
78,"Jocelyn Flores",XXXTENTACION,313858,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
79,goosebumps,"Travis Scott",312768,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
80,X,"Nicky Jam",310028,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
81,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",Diplo,305861,https://open.spotify.com/track/5mqzhMuUpvnMfwNz6iepmO
82,Location,Khalid,305375,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
83,"Bank Account","21 Savage",304035,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
84,"Nowadays (feat. Landon Cube)","Lil Skies",299370,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
85,"Fukk Sleep","A$AP Rocky",290268,https://open.spotify.com/track/1AqemxWsT0iGg5Lvkm16Bt
86,"Lost In Japan","Shawn Mendes",290142,https://open.spotify.com/track/6WBTeFDEfAJbaSUUc1V1xQ
87,Otherside,"Post Malone",289569,https://open.spotify.com/track/4qWCFTuNnmGNdY4egtb4ZY
88,"You Make It Easy","Jason Aldean",283665,https://open.spotify.com/track/6EGAfJaLUFzhS4zRBIEQ2J
89,Lust,"Lil Skies",282528,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
90,1942,G-Eazy,281488,https://open.spotify.com/track/794QVQtFNy7hvtjQP1keQd
91,"Plain Jane","A$AP Ferg",281262,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
92,"Kevin’s Heart","J. Cole",280811,https://open.spotify.com/track/6tZ3b7ik1QDXFAZlXib0YZ
93,"New Freezer (feat. Kendrick Lamar)","Rich The Kid",278029,https://open.spotify.com/track/0eHCArTPhwUxatY7cEXRiK
94,"Bounce Out With That","YBN Nahmir",276899,https://open.spotify.com/track/2iWEpiPiIPf5D4f2UGBlrZ
95,"LOVE. FEAT. ZACARI.","Kendrick Lamar",276125,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
96,"Pray For Me (with Kendrick Lamar)","The Weeknd",275571,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
97,"Jackie Chan",Tiësto,273676,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
98,"Lean Wit Me","Juice WRLD",273625,https://open.spotify.com/track/3RWM7z6BF8C6z9ypLtxz4M
99,"Boo'd Up","Ella Mai",273394,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
100,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,272783,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
101,Everyday,Logic,272377,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
102,"Bodak Yellow","Cardi B",268392,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
103,Betrayed,"Lil Xan",268343,https://open.spotify.com/track/4vaxvNDaLSoD36iZX515ug
104,"Bartier Cardi (feat. 21 Savage)","Cardi B",267548,https://open.spotify.com/track/0dIoGTQXDh1wVnhIiSyYEa
105,"Blame It On Me","Post Malone",265550,https://open.spotify.com/track/1ZemPoaj7LBj1RAQrb89EC
106,"Butterfly Effect","Travis Scott",265077,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
107,changes,XXXTENTACION,264557,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
108,"Solo (feat. Demi Lovato)","Clean Bandit",264475,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
109,"Marry Me","Thomas Rhett",263497,https://open.spotify.com/track/0OWZFobGSIW9GrSlQ9C5pc
110,Thunder,"Imagine Dragons",261945,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
111,"Where Were You In The Morning?","Shawn Mendes",261465,https://open.spotify.com/track/51wrmElSLxFzc0vSQPeTxs
112,"Never Be the Same","Camila Cabello",261041,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
113,"Outside Today","YoungBoy Never Broke Again",260886,https://open.spotify.com/track/5PIfH6BzcmH04RDmtzF0BN
114,"What Would Meek Do?","Pusha T",260832,https://open.spotify.com/track/5vnuJ8EopkP5dHukpOmT3L
115,MotorSport,Migos,258698,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt
116,1-800-273-8255,Logic,257551,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
117,"No Limit",G-Eazy,255240,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
118,"Sugar Wraith","Post Malone",254713,https://open.spotify.com/track/0MrRAUcB8AZiB9ue2VOBYe
119,"Done For Me (feat. Kehlani)","Charlie Puth",254388,https://open.spotify.com/track/1lsBTdE6MGsKeZCD6llNu7
120,"Buck Shots","A$AP Rocky",251673,https://open.spotify.com/track/6ImrWnhjEOw5re3cGLMIHJ
121,"Body Like A Back Road","Sam Hunt",251577,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
122,Redbone,"Childish Gambino",251153,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
123,"Wanted You (feat. Lil Uzi Vert)",NAV,250879,https://open.spotify.com/track/1Faq8G2y56A8fRv7HsLq25
124,IDGAF,"Dua Lipa",250725,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
125,ATM,"J. Cole",249653,https://open.spotify.com/track/2UciqgwVDwro0fev3MFbxJ
126,"One Number Away","Luke Combs",249362,https://open.spotify.com/track/4gB7HrYHbJVJ5RFOjxmoq4
127,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",249192,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
128,Motiv8,"J. Cole",246914,https://open.spotify.com/track/1AT4xjNarTswd0UZ5FlmKF
129,"Tony Tone","A$AP Rocky",244359,https://open.spotify.com/track/52eYVUkFTOVozbVFIaFrnV
130,"New Rules","Dua Lipa",242918,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
131,2002,Anne-Marie,241879,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
132,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",239676,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
133,Believer,"Imagine Dragons",239625,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
134,"I Get The Bag (feat. Migos)","Gucci Mane",237013,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
135,Silence,Marshmello,236139,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
136,"Sky Walker",Miguel,233049,https://open.spotify.com/track/5WoaF1B5XIEnWfmb5NZikf
137,Unforgettable,"French Montana",233039,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
138,Perfect,"Ed Sheeran",230713,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
139,"Sangria Wine","Pharrell Williams",229917,https://open.spotify.com/track/6XlSyYFTU1nodeWwwzVgTV
140,Nevermind,"Dennis Lloyd",227979,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
141,"No Role Modelz","J. Cole",227961,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
142,"Drip (feat. Migos)","Cardi B",227474,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo
143,"Let You Down",NF,226915,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
144,Africa,Toto,226489,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
145,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",225671,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
146,"When It Rains It Pours","Luke Combs",224924,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l
147,"Shape of You","Ed Sheeran",224105,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
148,"I Do (feat. SZA)","Cardi B",223394,https://open.spotify.com/track/1f5PNhkNgUpvDEeZfcIlO1
149,"Like To Be You feat. Julia Michaels","Shawn Mendes",222644,https://open.spotify.com/track/5QskYLFPX9y7pLU0VEMNbr
150,"Creeping (feat. Rich the Kid)","Lil Skies",222443,https://open.spotify.com/track/7ms3VzLTfr7fXNOqA4Mkx9
151,Passionfruit,Drake,220935,https://open.spotify.com/track/5mCPDVBb16L4XQwDdbRUpz
152,"Rubbin Off The Paint","YBN Nahmir",219698,https://open.spotify.com/track/1QRJb5VY3sIkCKcTuIKCrk
153,"One Dance",Drake,218295,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
154,"Codeine Dreaming (feat. Lil Wayne)","Kodak Black",217997,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J
155,"OG Beeper","A$AP Rocky",217474,https://open.spotify.com/track/5TX0mfUkpGlU6j2xa00ERx
156,"Fallin' All In You","Shawn Mendes",216052,https://open.spotify.com/track/5I8oEqbk2ZBmQfXCrZbUFb
157,"Gunz N Butter","A$AP Rocky",215329,https://open.spotify.com/track/5N521RK66Z1FP0Oz6B4OlT
158,"Drowning (feat. Kodak Black)","A Boogie Wit da Hoodie",214537,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI
159,"1985 - Intro to “The Fall Off”","J. Cole",213877,https://open.spotify.com/track/7EulRO07ZgchxqKUHb8Pvc
160,"The Night We Met","Lord Huron",212758,https://open.spotify.com/track/24MGEzm6xAO1nFgVVp37YI
161,Delicate,"Taylor Swift",211894,https://open.spotify.com/track/7CneiDesUKFJO3Ix01dnfr
162,"Go Flex","Post Malone",210497,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
163,"High Hopes","Panic! At The Disco",210320,https://open.spotify.com/track/2djdCbLj1pzRmrDNe7PkW2
164,"White Iverson","Post Malone",210124,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
165,"Distorted Records","A$AP Rocky",209633,https://open.spotify.com/track/57q6BgYP4gN6hPQViCB3um
166,"Singles You Up","Jordan Davis",209277,https://open.spotify.com/track/4LiMQ6G9n84rDUBs9wtwz6
167,"Jettski Grizzley (feat. Lil Pump)","Tee Grizzley",207786,https://open.spotify.com/track/2VKf0WEOpq06JE5PTNr9wa
168,"Clout (feat. 21 Savage)","Ty Dolla $ign",205119,https://open.spotify.com/track/1u0CD4fcBUB1xrG9fNgejh
169,DNA.,"Kendrick Lamar",204394,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
170,Yours,"Russell Dickerson",202784,https://open.spotify.com/track/6RSNKGdv3nDTHqgw4bdzyF
171,"Guatemala - From Swaecation","Rae Sremmurd",202545,https://open.spotify.com/track/0TCnOEVeLQMXOUrpPlM7uY
172,"Remind Me to Forget",Kygo,202298,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
173,"Everybody Dies In Their Nightmares",XXXTENTACION,202106,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
174,"Say Something","Justin Timberlake",202033,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
175,"I Like Me Better",Lauv,202000,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
176,"Take Back Home Girl (Feat. Tori Kelly)","Chris Lane",199649,https://open.spotify.com/track/4fv0mLkB3wY4Z2GAG1mWAN
177,"Life Goes On","Lil Baby",199466,https://open.spotify.com/track/2bSk87AVkCIIC3Bcligq1z
178,"Sorry Not Sorry","Demi Lovato",198596,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
179,"Whatever It Takes","Imagine Dragons",198120,https://open.spotify.com/track/7F3uo3304R2CTvOseU3H7u
180,"What Ifs","Kane Brown",198115,https://open.spotify.com/track/7zVCrzzEJU7u24sbJPXA5W
181,Purity,"A$AP Rocky",197528,https://open.spotify.com/track/2MF4HtZHBoUliOi9nOAbS0
182,Hurricane,"Luke Combs",195370,https://open.spotify.com/track/6xHI9KjUjYT0FPtGO8Mxa1
183,"Don't Stop Believin'",Journey,193503,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
184,"The Games We Play","Pusha T",193393,https://open.spotify.com/track/7iEoaTyBCqLaAwJnOP1BTn
185,"Losin Control",Russ,190974,https://open.spotify.com/track/4cxMGhkinTocPSVVKWIw0d
186,GOTTI,6ix9ine,190932,https://open.spotify.com/track/27oFpFktCq9JIXjJQRuv7a
187,"Love Galore",SZA,190638,https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs
188,"iSpy (feat. Lil Yachty)",KYLE,189338,https://open.spotify.com/track/6xbraxG0bSBOuAr5IUXmtM
189,Closer,"The Chainsmokers",189112,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
190,Familiar,"Liam Payne",188876,https://open.spotify.com/track/0Y4hwUppbGc8aIBmiTz30A
191,"Particular Taste","Shawn Mendes",188644,https://open.spotify.com/track/1mmAqhLcvPrknbslMiDlyU
192,Beautiful,Bazzi,188351,https://open.spotify.com/track/5TVirkSwFEXF1nLJEebe2I
193,"That's What I Like","Bruno Mars",188273,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
194,"Dark Knight Dummo (Feat. Travis Scott)","Trippie Redd",187770,https://open.spotify.com/track/3YeJXuRSNS5FYwOsDu44kD
195,Why,"Shawn Mendes",187434,https://open.spotify.com/track/1KXFoiT2n4QXRsFvhWNI4I
196,"Mask Off",Future,186573,https://open.spotify.com/track/0VgkVdmE4gld66l8iyGjgx
197,"Dura - Remix","Daddy Yankee",186307,https://open.spotify.com/track/6U2NuJILEOEpW2tVCuqKHb
198,"I'd Be Jealous Too","Dustin Lynch",186271,https://open.spotify.com/track/7rdK9NSJIRBZAiXC0vuBS9
199,"Mi Gente","J Balvin",185951,https://open.spotify.com/track/7COfe3P7KgfwDwIRB8LIDw
200,CALLDROPS,"A$AP Rocky",185907,https://open.spotify.com/track/1wGYcpJZ59rePkNu4zHmLu
