Position,"Track Name",Artist,Streams,URL
56,"Where Were You In The Morning?","Shawn Mendes",59360,https://open.spotify.com/track/51wrmElSLxFzc0vSQPeTxs
57,"All Girls Are The Same","Juice WRLD",58574,https://open.spotify.com/track/3H2JThgdBxezwj1wwafQS8
58,"Watch (feat. Lil Uzi Vert & Kanye West)","Travis Scott",57136,https://open.spotify.com/track/3DoBTwfr8yi2LN08SBpFkN
59,Chun-Li,"Nicki Minaj",56628,https://open.spotify.com/track/2gTYVoQCUh0QNUaFix01ld
60,"92 Explorer","Post Malone",53992,https://open.spotify.com/track/1D2L6MefbXon28PzIk9I3r
61,"I Fall Apart","Post Malone",53524,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
62,"Over Now","Post Malone",52864,https://open.spotify.com/track/09IOPhEh1OMe0HD9b36FJk
63,"Freaky Friday (feat. Chris Brown)","Lil Dicky",51534,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
64,"Lost In Japan","Shawn Mendes",50067,https://open.spotify.com/track/6WBTeFDEfAJbaSUUc1V1xQ
65,Mine,Bazzi,50056,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
66,"Like To Be You feat. Julia Michaels","Shawn Mendes",49186,https://open.spotify.com/track/5QskYLFPX9y7pLU0VEMNbr
67,Heaven,"Kane Brown",48951,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
68,X,"Nicky Jam",48814,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
69,"Zack And Codeine","Post Malone",48377,https://open.spotify.com/track/5lZZmityu9TAjNvSY6GLhR
70,"I Wanna Know (feat. Bea Miller)",NOTD,48328,https://open.spotify.com/track/18W92Zm1KjLCbUIszOhpkD
71,"Same Bitches (feat. G-Eazy & YG)","Post Malone",48030,https://open.spotify.com/track/688QpQAwqsLdBR6lr13wK1
72,"A$AP Forever REMIX","A$AP Rocky",47427,https://open.spotify.com/track/3oHkMCVJyOcjg5FhfLc2Rq
73,"Fallin' All In You","Shawn Mendes",46724,https://open.spotify.com/track/5I8oEqbk2ZBmQfXCrZbUFb
74,"New Rules","Dua Lipa",46456,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
75,1942,G-Eazy,46216,https://open.spotify.com/track/794QVQtFNy7hvtjQP1keQd
76,"Shoota (feat. Lil Uzi Vert)","Playboi Carti",45852,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i
77,Flames,"David Guetta",45808,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
78,IDGAF,"Dua Lipa",45418,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
79,"Sangria Wine","Pharrell Williams",45391,https://open.spotify.com/track/6XlSyYFTU1nodeWwwzVgTV
80,"XO TOUR Llif3","Lil Uzi Vert",45001,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
81,HUMBLE.,"Kendrick Lamar",44654,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
82,"Shape of You","Ed Sheeran",43854,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
83,"If You Know You Know","Pusha T",43834,https://open.spotify.com/track/6bGwKHXHNLmTy6yt147FPh
84,"Takin' Shots","Post Malone",43792,https://open.spotify.com/track/5ffntNJnJOeFv7b7DCd0Bw
85,"Fukk Sleep","A$AP Rocky",43598,https://open.spotify.com/track/1AqemxWsT0iGg5Lvkm16Bt
86,2002,Anne-Marie,43531,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
87,Familiar,"Liam Payne",43401,https://open.spotify.com/track/0Y4hwUppbGc8aIBmiTz30A
88,Unforgettable,"French Montana",42722,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
89,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",42486,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
90,Congratulations,"Post Malone",42045,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
91,"Pray For Me (with Kendrick Lamar)","The Weeknd",41689,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
92,Silence,Marshmello,40672,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
93,Tequila,"Dan + Shay",40596,https://open.spotify.com/track/7Il2yWQmsqKgSkLQvHTPUI
94,"Faith (feat. Quavo)",NAV,40525,https://open.spotify.com/track/3NelcGZ46JmV9LqOD1pnxA
95,"Because I Had You","Shawn Mendes",40517,https://open.spotify.com/track/7hlhojpax9zg2FNdBLY5ox
96,"Stir Fry",Migos,40178,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
97,Esskeetit,"Lil Pump",40153,https://open.spotify.com/track/44KKhCyI0BGS6LvVyDqJtH
98,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)","Rita Ora",39527,https://open.spotify.com/track/1YNQscOx6OqBQjxgJVhEeW
99,"New Light","John Mayer",39076,https://open.spotify.com/track/3bH4HzoZZFq8UpZmI2AMgV
100,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",39071,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
101,"Never Be the Same","Camila Cabello",38945,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
102,Mutual,"Shawn Mendes",38772,https://open.spotify.com/track/0rrfXLr1p1yxsUy7LrKoYT
103,"Wanted You (feat. Lil Uzi Vert)",NAV,38683,https://open.spotify.com/track/1Faq8G2y56A8fRv7HsLq25
104,Otherside,"Post Malone",38434,https://open.spotify.com/track/4qWCFTuNnmGNdY4egtb4ZY
105,"Particular Taste","Shawn Mendes",38273,https://open.spotify.com/track/1mmAqhLcvPrknbslMiDlyU
106,"Be Careful","Cardi B",38233,https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd
107,"Young Dumb & Broke",Khalid,38093,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
108,Why,"Shawn Mendes",37893,https://open.spotify.com/track/1KXFoiT2n4QXRsFvhWNI4I
109,Moonlight,XXXTENTACION,37778,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
110,Perfect,"Ed Sheeran",37711,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
111,"What Would Meek Do?","Pusha T",37371,https://open.spotify.com/track/5vnuJ8EopkP5dHukpOmT3L
112,"Perfectly Wrong","Shawn Mendes",36168,https://open.spotify.com/track/0UTHr20nqVFMoji8xYE9yl
113,"I Like Me Better",Lauv,36160,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
114,Thunder,"Imagine Dragons",35601,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
115,"You Make It Easy","Jason Aldean",35556,https://open.spotify.com/track/6EGAfJaLUFzhS4zRBIEQ2J
116,"Burn the House Down",AJR,35283,https://open.spotify.com/track/7ozYT2gIHVbE9MBzFyzoIK
117,Queen,"Shawn Mendes",35093,https://open.spotify.com/track/17FyWGvqby379Q92sn23jW
118,Location,Khalid,34688,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
119,goosebumps,"Travis Scott",34679,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
120,"Body Like A Back Road","Sam Hunt",34446,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
121,"Buck Shots","A$AP Rocky",34383,https://open.spotify.com/track/6ImrWnhjEOw5re3cGLMIHJ
122,Everyday,Logic,34171,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
123,Redbone,"Childish Gambino",33741,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
124,"Blame It On Me","Post Malone",33602,https://open.spotify.com/track/1ZemPoaj7LBj1RAQrb89EC
125,"Sugar Wraith","Post Malone",33536,https://open.spotify.com/track/0MrRAUcB8AZiB9ue2VOBYe
126,"Marry Me","Thomas Rhett",33468,https://open.spotify.com/track/0OWZFobGSIW9GrSlQ9C5pc
127,"Bodak Yellow","Cardi B",33435,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
128,"When You're Ready","Shawn Mendes",33378,https://open.spotify.com/track/03vyB3AHCuEGfhh7wPc7Yf
129,"Bank Account","21 Savage",33326,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
130,"Despacito - Remix","Luis Fonsi",33299,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
131,"Tony Tone","A$AP Rocky",33274,https://open.spotify.com/track/52eYVUkFTOVozbVFIaFrnV
132,"Plain Jane","A$AP Ferg",33209,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
133,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,33204,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
134,Delicate,"Taylor Swift",33046,https://open.spotify.com/track/7CneiDesUKFJO3Ix01dnfr
135,Wolves,"Selena Gomez",32752,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
136,Believer,"Imagine Dragons",32725,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
137,"Let You Down",NF,32586,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
138,1950,"King Princess",32279,https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA
139,"Start Again (feat. Logic)",OneRepublic,32112,https://open.spotify.com/track/1Nj2oBISdFDSF8eDuXcALz
140,"Singles You Up","Jordan Davis",32097,https://open.spotify.com/track/4LiMQ6G9n84rDUBs9wtwz6
141,"Butterfly Effect","Travis Scott",32095,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
142,"Say Something","Justin Timberlake",31920,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
143,"The Night We Met","Lord Huron",31764,https://open.spotify.com/track/24MGEzm6xAO1nFgVVp37YI
144,"Whatever It Takes","Imagine Dragons",31722,https://open.spotify.com/track/7F3uo3304R2CTvOseU3H7u
145,"Lemon - Drake Remix",N.E.R.D,31645,https://open.spotify.com/track/739vCwA3EpBSkk3uDsI2wB
146,"When It Rains It Pours","Luke Combs",31611,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l
147,"The Games We Play","Pusha T",31533,https://open.spotify.com/track/7iEoaTyBCqLaAwJnOP1BTn
148,"Downtown's Dead","Sam Hunt",31526,https://open.spotify.com/track/5eFfsbjSouG8qOpg9ZqDl6
149,"I Do (feat. SZA)","Cardi B",31459,https://open.spotify.com/track/1f5PNhkNgUpvDEeZfcIlO1
150,"River (feat. Ed Sheeran)",Eminem,31422,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
151,1-800-273-8255,Logic,31215,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
152,"Jocelyn Flores",XXXTENTACION,31156,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
153,"One Dance",Drake,30965,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
154,"No Limit",G-Eazy,30939,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
155,"Wait (Featuring Offset & Vory)","Chantel Jeffries",30773,https://open.spotify.com/track/50phRe11Y2nC2N968jVU53
156,"Pineapple (feat. Gucci Mane & Quavo)","Ty Dolla $ign",30713,https://open.spotify.com/track/2R7Gn3cjnPaVO0Oj8nsTDP
157,"Lean Wit Me","Juice WRLD",30650,https://open.spotify.com/track/3RWM7z6BF8C6z9ypLtxz4M
158,Happier,"Ed Sheeran",30595,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
159,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",30358,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
160,"Bartier Cardi (feat. 21 Savage)","Cardi B",30199,https://open.spotify.com/track/0dIoGTQXDh1wVnhIiSyYEa
161,"Gucci Flip Flops (feat. Lil Yachty)","Bhad Bhabie",30188,https://open.spotify.com/track/042nVrQvpEVrsrW6yeeHB2
162,"Freshman List",NAV,30126,https://open.spotify.com/track/4LeJfeJ9u53QLp997SRhim
163,"Take Back Home Girl (Feat. Tori Kelly)","Chris Lane",30122,https://open.spotify.com/track/4fv0mLkB3wY4Z2GAG1mWAN
164,Entertainer,ZAYN,30098,https://open.spotify.com/track/5LTGmestwpHZ1BfCmpFQJx
165,"Jettski Grizzley (feat. Lil Pump)","Tee Grizzley",30066,https://open.spotify.com/track/2VKf0WEOpq06JE5PTNr9wa
166,"Ashes - from the Deadpool 2 Motion Picture Soundtrack","Céline Dion",29931,https://open.spotify.com/track/7FihoA0WgTT21DkWR7wbYR
167,"Like I Do","David Guetta",29824,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
168,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",29817,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
169,"Red Roses (feat. Landon Cube)","Lil Skies",29775,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
170,"Creeping (feat. Rich the Kid)","Lil Skies",29451,https://open.spotify.com/track/7ms3VzLTfr7fXNOqA4Mkx9
171,"Mi Gente","J Balvin",29416,https://open.spotify.com/track/7COfe3P7KgfwDwIRB8LIDw
172,"Genius - with Sia, Diplo & Labrinth",Sia,29381,https://open.spotify.com/track/73F87Sqh6jQWucOOvz1WFx
173,"Clout (feat. 21 Savage)","Ty Dolla $ign",29172,https://open.spotify.com/track/1u0CD4fcBUB1xrG9fNgejh
174,Dinero,"Jennifer Lopez",28896,https://open.spotify.com/track/22mQXNE0nCuWq4yOwcadIn
175,"Done For Me (feat. Kehlani)","Charlie Puth",28863,https://open.spotify.com/track/1lsBTdE6MGsKeZCD6llNu7
176,"I'll Be There","Jess Glynne",28732,https://open.spotify.com/track/083Qf6hn6sFL6xiOHlZUyn
177,"Distorted Records","A$AP Rocky",28692,https://open.spotify.com/track/57q6BgYP4gN6hPQViCB3um
178,"Audio - with Sia, Diplo & Labrinth",Sia,28659,https://open.spotify.com/track/7boPPE857KEqCIHNwFkDop
179,"New Freezer (feat. Kendrick Lamar)","Rich The Kid",28654,https://open.spotify.com/track/0eHCArTPhwUxatY7cEXRiK
180,"Gunz N Butter","A$AP Rocky",28618,https://open.spotify.com/track/5N521RK66Z1FP0Oz6B4OlT
181,"Bounce Out With That","YBN Nahmir",28600,https://open.spotify.com/track/2iWEpiPiIPf5D4f2UGBlrZ
182,"Hard Piano","Pusha T",28590,https://open.spotify.com/track/3HgA5R5alihocnOYE9ihpS
183,Passionfruit,Drake,28584,https://open.spotify.com/track/5mCPDVBb16L4XQwDdbRUpz
184,ATM,"J. Cole",28567,https://open.spotify.com/track/2UciqgwVDwro0fev3MFbxJ
185,Santeria,"Pusha T",28506,https://open.spotify.com/track/4LKSaRoKNnlpKXTT663BrT
186,Attention,"Charlie Puth",28349,https://open.spotify.com/track/5cF0dROlMOK5uNZtivgu50
187,"Come Back Baby","Pusha T",28253,https://open.spotify.com/track/2BuBXn15gj4MNYZydyWgrk
188,"Say You Won't Let Go","James Arthur",28193,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
189,"Te Boté - Remix","Nio Garcia",28189,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
190,Betrayed,"Lil Xan",28135,https://open.spotify.com/track/4vaxvNDaLSoD36iZX515ug
191,"Nowadays (feat. Landon Cube)","Lil Skies",28079,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
192,"Go Flex","Post Malone",28014,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
193,"Wake Me Up - Radio Edit",Avicii,27806,https://open.spotify.com/track/6g1NlCpW7fgqDnWbCCDrHl
194,"OG Beeper","A$AP Rocky",27778,https://open.spotify.com/track/5TX0mfUkpGlU6j2xa00ERx
195,"Don't Stop Believin'",Journey,27691,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
196,MotorSport,Migos,27500,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt
197,"Sorry Not Sorry","Demi Lovato",27431,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
198,GOTTI,6ix9ine,27287,https://open.spotify.com/track/27oFpFktCq9JIXjJQRuv7a
199,"Feel It Still","Portugal. The Man",27254,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
200,"Jump (with Trippie Redd)","Julia Michaels",27237,https://open.spotify.com/track/2OvV4NjEBRE9v8Oo7QeUCq
